ID;Nummer;Betreiber;Anlagenname;Bundesland;PLZ;Ort Orignal;Ort;VET 2018 [t CO2 Äq];Haupttätigkeit nach TEHG;Bezeichnung Haupttätigkeit nach TEHG;NACE WZ2008;AGS_manual;AGS;Prüfsumme
527;14280-0035;Schoeller Technocell GmbH & Co KG;TCG - Papiermaschinen;BY;87634;Günzach;Günzach;721;21;Herstellung von Papier;NACE 17.12;;09777138;1
1856;14310-1386;Schoeller Technocell GmbH & Co KG;Gasturbinenanlage mit Abhitzekessel;BY;87634;Günzach;Günzach;25.941;3;Energieumwandlung 20–50 MW FWL;NACE 17.12;;09777138;1
658;14310-0042;Wieland-Werke AG;Feuerungsanlage Dampfkessel 1,2,7,8;BY;89269;Vöhringen;Vöhringen;7.743;3;Energieumwandlung 20–50 MW FWL;NACE 24.44;;08325061;2
1704;14310-1238;Danpower Biomasse Pfaffenhofen GmbH;Biomasseheizkraftwerk Pfaffenhofen;BY;85276;Pfaffenhofen;Pfaffenhofen;1.406;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08125081;5
638;14310-0021;Stadtwerke Ulm/Neu-Ulm Netze GmbH;SWU Heizkessel Bradleystrasse;BY;89231;Neu-Ulm;Neu-Ulm;5.954;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09775135;2
643;14310-0026;Stadtwerke Ulm/Neu-Ulm Netze GmbH;SWU BHKW Bradleystraße;BY;89231;Neu-Ulm;Neu-Ulm;10.713;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09775135;2
306;14260-0033;Ziegelwerk Bellenberg Wiest GmbH & Co. KG;Ziegelwerk Bellenberg, Wiest GmbH und Co. KG;BY;89287;Bellenberg;Bellenberg;26.937;17;Herstellung von Keramik;NACE 23.32;;09775115;1
443;14260-0187;Ziegelwerk Otto Staudacher GmbH & Co. KG;Ziegelwerk Otto Staudacher GmbH & Co. KG;BY;86483;Balzhausen;Balzhausen;27.534;17;Herstellung von Keramik;NACE 23.32;;09774115;1
275;14260-0001;Creaton Produktions GmbH Werk Wertingen;Anlage zum Brennen keramischer Erzeugnisse;BY;86637;Wertingen;Wertingen;8.605;17;Herstellung von Keramik;NACE 23.32;;09773182;1
302;14260-0029;Ziegelwerk Markt Wald GmbH;Ziegelwerk Markt Wald GmbH;BY;86830;Schwabmünchen;Schwabmünchen;5.593;17;Herstellung von Keramik;NACE 23.32;;09772200;1
303;14260-0030;Rapis-Ziegel Schmid GmbH & Co. KG;Rapis-Ziegel Schmid GmbH & Co. KG;BY;86830;Schwabmünchen;Schwabmünchen;4.603;17;Herstellung von Keramik;NACE 23.32;;09772200;1
41;14220-0004;Lech-Stahlwerke GmbH;Lech-Stahlwerke GmbH;BY;86405;Meitingen;Meitingen;170.339;10;Herstellung von Roheisen und Stahl;NACE 24.10;;09772177;1
339;14260-0072;Hörl & Hartmann Ziegeltechnik GmbH & Co.KG;Hörl & Hartmann Ziegeltechnik GmbH & Co.KG Werk Gersthofen;BY;86368;Gersthofen;Gersthofen;9.448;17;Herstellung von Keramik;NACE 23.32;;09772147;1
892;14310-0301;MVV Industriepark Gersthofen GmbH;Kesselhaus (K 2 + K 5);BY;86368;Gersthofen;Gersthofen;6.811;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09772147;1
4117;14250-0100;LEDVANCE GmbH;Glasschmelzwanne C;BY;86153;Augsburg;Augsburg;10.175;16;Herstellung von Glas;NACE 23.19;9761000;09761000;2
4149;14250-0105;LEDVANCE GmbH;Glasschmelzwanne B;BY;86153;Augsburg;Augsburg;5.408;16;Herstellung von Glas;NACE 23.19;9761000;09761000;2
599;14280-0116;UPM GmbH, Werk Augsburg;Papierproduktion Augsburg;BY;86153;Augsburg;Augsburg;67.406;21;Herstellung von Papier;NACE 17.12;9761000;09761000;2
654;14310-0038;Stadtwerke Augsburg Energie GmbH;HW-West Stadtwerke Augsburg;BY;86157;Augsburg;Augsburg;4.924;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09761000;2
656;14310-0040;Stadtwerke Augsburg Energie GmbH;Heizkraftwerk Stadtwerke Augsburg;BY;86152;Augsburg;Augsburg;39.172;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09761000;2
660;14310-0044;Stadtwerke Augsburg Energie GmbH;HW-Süd Stadtwerke Augsburg;BY;86159;Augsburg;Augsburg;5.796;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09761000;2
664;14310-0048;Stadtwerke Augsburg Energie GmbH;BHKW GT-Ost  Stadtwerke Augsburg;BY;86167;Augsburg;Augsburg;51.834;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09761000;2
1685;14310-1216;Kommunalunternehmen Klinikum Augsburg;Energiezentrale Klinikum Augsburg;BY;86156;Augsburg;Augsburg;1.535;3;Energieumwandlung 20–50 MW FWL;NACE 86.10;;09761000;2
205181;14310-1799;MAN Energy Solutions SE;Turboladerprüfstände;BY;86153;Augsburg;Augsburg;667;1;Verbrennung;NACE 28.11;;09761000;2
205182;14310-1817;MAN Energy Solutions SE;Motorprüfstände;BY;86153;Augsburg;Augsburg;17.173;1;Verbrennung;NACE 28.11;;09761000;2
463;14260-0211;Schlagmann Poroton GmbH & Co. KG;Ziegelwerk Aichach;BY;86551;Aichach;Aichach;22.337;17;Herstellung von Keramik;NACE 23.32;;09771113;2
4124;14310-1449;ZAK Energie GmbH;Spitzenlastzentrale I und II;BY;87435;Kempten;Kempten;3.245;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09763000;1
581;14280-0094;Hans Kolb Papierfabrik GmbH & Co. KG;Papierfabrik;BY;87600;Kaufbeuren;Kaufbeuren;27.850;21;Herstellung von Papier;NACE 17.12;;09762000;1
1820;14330-0021;MEGAL GmbH & Co. KG Mittel-Europäische-Gasleitungsgesellschaft;Mittel-Europäische-Gasleitungsgesellschaft mbH & Co. KG Werk Rimpar;BY;97222;Rimpar;Rimpar;2.191;6;Antriebsmaschinen (Turbinen);NACE 35.22;;09679180;1
1825;14330-0026;Open Grid Europe GmbH;Open Grid Europe GmbH Werk Rimpar;BY;97222;Rimpar;Rimpar;138;6;Antriebsmaschinen (Turbinen);NACE 49.50;;09679180;1
3399;14240-0084;Südzucker AG;Zuckerfabrik Ochsenfurt;BY;97199;Ochsenfurt;Ochsenfurt;144.993;15;Herstellung von Kalk;NACE 10.81;;09679170;1
769;14310-0163;Heizkraftwerk Würzburg GmbH;Heizkraftwerk an der Friedensbrücke;BY;97080;Würzburg;Würzburg;200.643;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09663000;2
770;14310-0165;Heizkraftwerk Würzburg GmbH;Spitzenkesselanlage Elferweg;BY;97074;Würzburg;Würzburg;576;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09663000;2
920;14310-0332;Universitätsklinikum Würzburg;Uniklinik Würzburg;BY;97080;Würzburg;Würzburg;31.818;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09663000;2
1315;14310-0767;Heizkraftwerk Würzburg GmbH;Spitzenkesselanlage Sanderau;BY;97076;Würzburg;Würzburg;490;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09663000;2
202974;14310-1843;GBE Gocher Bioenergie GmbH;BMHKW Goch;NW;47574;Goch;Goch;338;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05154016;2
1069;14310-0502;GKS-Gemeinschaftskraftwerk Schweinfurt GmbH;Spitzenheizwerk Nord;BY;97421;Schweinfurt;Schweinfurt;1.832;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09662000;2
1543;14310-1020;GKS-Gemeinschaftskraftwerk Schweinfurt GmbH;GKS Grundlastwerk;BY;97424;Schweinfurt;Schweinfurt;81.354;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09662000;2
237;14250-0053;Gerresheimer Lohr GmbH;Glasfabrik;BY;97816;Lohr;Lohr a.Main;60.223;16;Herstellung von Glas;NACE 23.13;;09677155;1
94;14230-0023;HeidelbergCement AG;HeidelbergCement AG Zementwerk Lengfurt;BY;97855;Triefenstein;Triefenstein;728.759;14;Herstellung von Zementklinker;NACE 23.51;;09677154;1
84;14230-0013;SCHWENK Zement KG;SCHWENK_Werk_Karlstadt;BY;97753;Karlstadt;Karlstadt;613.356;14;Herstellung von Zementklinker;NACE 23.51;;09677148;1
500;14280-0007;Papierfabrik Palm GmbH & Co. KG;PM 6 Wörth;RP;76744;Wörth;Wörth am Rhein;25;21;Herstellung von Papier;NACE 17.12;;07334501;1
646;14310-0029;Daimler AG Mercedes-Benz Werk Wörth;Heizwerk Ost;RP;76742;Wörth;Wörth;17.885;2;Energieumwandlung ? 50 MW FWL;NACE 29.10;;09177144;6
2798;14310-1434;Palm Power GmbH & Co. KG;HKW Wörth;RP;76744;Wörth;Wörth;254.192;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09177144;6
206289;14310-1879;Daimler AG Mercedes-Benz Werk Wörth;BHKW Werk Wörth;RP;76742;Wörth;Wörth;25.899;3;Energieumwandlung 20–50 MW FWL;NACE 29.10;;09177144;6
738;14310-0127;Kraftwerk Obernburg GmbH;Heizwerk, Diphylanlagen;BY;63784;Obernburg;Obernburg;12.146;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09676145;1
877;14310-0285;Kraftwerk Obernburg GmbH;Kraftwerk Obernburg;BY;63784;Obernburg;Obernburg;296.547;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;09676145;1
606;14280-0125;Papierfabrik Albert Friedrich KG;Papierfabrik;BY;63897;Miltenberg;Miltenberg;18.754;21;Herstellung von Papier;NACE 17.12;9676139;09676000;2
4119;14310-1423;Fripa Papierfabrik Albert Friedrich KG;Heizkraftwerk Fripa;BY;63897;Miltenberg;Miltenberg;36.333;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09676000;2
2699;14255-0009;Odenwald Faserplattenwerk GmbH;Anlage zum  Schmelzen mineralischer Stoffe und Herstellung von Mineralfasern;BY;63916;Amorbach;Amorbach;25.442;18;Herstellung von Mineralfasern;NACE 23.99;;09676112;1
1757;14310-1310;Odenwald Faserplattenwerk GmbH;Rohplattenlinien;BY;63916;Amorbach;Amorbach;26.309;3;Energieumwandlung 20–50 MW FWL;NACE 23.99;;09676112;1
349;14260-0083;Tonwerk Venus GmbH & Co. KG;Ziegelwerk Venus;BY;94374;Schwarzach;Schwarzach;11.674;17;Herstellung von Keramik;NACE 23.32;;08225116;4
202763;14226-0076;Franken Guss GmbH & Co. KG;Gießerei;BY;97318;Kitzingen;Kitzingen;49.101;11;Verarbeitung von Eisenmetallen;NACE 24.51;9675141;09675141;2
202521;14642-0011;Knauf Gips KG;Gipsbauplattenwerk Iphofen;BY;97346;Iphofen;Iphofen;59.694;19;Herstellung von Gips;NACE 23.62;;09675139;1
499;14280-0006;Papierfabrik Palm GmbH & Co. KG;Werk Eltmann;BY;97483;Eltmann;Eltmann;22.040;21;Herstellung von Papier;NACE 17.12;;09674133;1
2894;14310-1435;Palm Power GmbH & Co.KG;HKW Eltmann;BY;97483;Eltmann;Eltmann;163.816;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09674133;1
202379;14260-0248;Dachziegelwerke Nelskamp GmbH;Werk Unsleben;BY;97618;Unsleben;Unsleben;16.880;17;Herstellung von Keramik;NACE 23.32;;09673175;1
333;14260-0062;Wienerberger GmbH;Hintermauerziegelwerk Bad Neustadt;BY;97616;Bad Neustadt;Bad Neustadt;13.486;17;Herstellung von Keramik;keine Information;;09673114;1
