,ags,description,ags_state_digits,state,name
6621,09185158,"Schrobenhausen, St",09,BY,Schrobenhausen
6622,09185163,Königsmoos,09,BY,Königsmoos
6623,09185168,Weichering,09,BY,Weichering
6624,09185118,Bergheim,09,BY,Bergheim
6625,09185157,Rohrenfels,09,BY,Rohrenfels
6626,09185116,Berg im Gau,09,BY,Berg im Gau
6627,09185123,Brunnen,09,BY,Brunnen
6628,09185131,Gachenbach,09,BY,Gachenbach
6629,09185143,Langenmosen,09,BY,Langenmosen
6630,09185166,Waidhofen,09,BY,Waidhofen
6631,09186113,Baar-Ebenhausen,09,BY,Baar-Ebenhausen
6632,09186125,Gerolsbach,09,BY,Gerolsbach
6633,09186128,"Hohenwart, M",09,BY,Hohenwart
6634,09186132,Jetzendorf,09,BY,Jetzendorf
6635,09186137,"Manching, M",09,BY,Manching
6636,09186139,Münchsmünster,09,BY,Münchsmünster
6637,09186143,"Pfaffenhofen a.d.Ilm, St",09,BY,Pfaffenhofen a.d.Ilm
6638,09186146,Reichertshausen,09,BY,Reichertshausen
6639,09186149,Rohrbach,09,BY,Rohrbach
6640,09186151,Scheyern,09,BY,Scheyern
6641,09186152,Schweitenkirchen,09,BY,Schweitenkirchen
6642,09186158,"Vohburg a.d.Donau, St",09,BY,Vohburg a.d.Donau
6643,09186162,"Wolnzach, M",09,BY,Wolnzach
6644,09186116,Ernsgaden,09,BY,Ernsgaden
6645,09186122,"Geisenfeld, St",09,BY,Geisenfeld
6646,09186126,Hettenshausen,09,BY,Hettenshausen
6647,09186130,Ilmmünster,09,BY,Ilmmünster
6648,09186144,Pörnbach,09,BY,Pörnbach
6649,09186147,"Reichertshofen, M",09,BY,Reichertshofen
6650,09187113,Amerang,09,BY,Amerang
6651,09187114,Aschau i.Chiemgau,09,BY,Aschau i.Chiemgau
6652,09187116,Babensham,09,BY,Babensham
6653,09187117,"Bad Aibling, St",09,BY,Bad Aibling
6654,09187118,Bernau a.Chiemsee,09,BY,Bernau a.Chiemsee
6655,09187120,Brannenburg,09,BY,Brannenburg
6656,09187122,"Bruckmühl, M",09,BY,Bruckmühl
6657,09187124,Edling,09,BY,Edling
6658,09187125,Eggstätt,09,BY,Eggstätt
6659,09187126,Eiselfing,09,BY,Eiselfing
6660,09187128,"Bad Endorf, M",09,BY,Bad Endorf
6661,09187129,Bad Feilnbach,09,BY,Bad Feilnbach
6662,09187130,Feldkirchen-Westerham,09,BY,Feldkirchen-Westerham
6663,09187131,Flintsbach a.Inn,09,BY,Flintsbach a.Inn
6664,09187132,Frasdorf,09,BY,Frasdorf
6665,09187134,Griesstätt,09,BY,Griesstätt
6666,09187137,Großkarolinenfeld,09,BY,Großkarolinenfeld
6667,09187142,Schechen,09,BY,Schechen
6668,09187148,Kiefersfelden,09,BY,Kiefersfelden
6669,09187150,"Kolbermoor, St",09,BY,Kolbermoor
6670,09187154,"Neubeuern, M",09,BY,Neubeuern
6671,09187156,Nußdorf a.Inn,09,BY,Nußdorf a.Inn
6672,09187157,Oberaudorf,09,BY,Oberaudorf
6673,09187162,"Prien a.Chiemsee, M",09,BY,Prien a.Chiemsee
6674,09187163,Prutting,09,BY,Prutting
6675,09187165,Raubling,09,BY,Raubling
6676,09187167,Riedering,09,BY,Riedering
6677,09187168,Rimsting,09,BY,Rimsting
6678,09187169,Rohrdorf,09,BY,Rohrdorf
6679,09187172,Samerberg,09,BY,Samerberg
6680,09187174,Söchtenau,09,BY,Söchtenau
6681,09187176,Soyen,09,BY,Soyen
6682,09187177,Stephanskirchen,09,BY,Stephanskirchen
6683,09187179,Tuntenhausen,09,BY,Tuntenhausen
6684,09187181,Vogtareuth,09,BY,Vogtareuth
6685,09187182,"Wasserburg a.Inn, St",09,BY,Wasserburg a.Inn
6686,09187121,Breitbrunn a.Chiemsee,09,BY,Breitbrunn a.Chiemsee
6687,09187123,Chiemsee,09,BY,Chiemsee
6688,09187138,Gstadt a.Chiemsee,09,BY,Gstadt a.Chiemsee
6689,09187139,Halfing,09,BY,Halfing
6690,09187145,Höslwang,09,BY,Höslwang
6691,09187173,Schonstett,09,BY,Schonstett
6692,09187164,Ramerberg,09,BY,Ramerberg
6693,09187170,Rott a.Inn,09,BY,Rott a.Inn
6694,09187159,Pfaffing,09,BY,Pfaffing
6695,09187186,Albaching,09,BY,Albaching
6696,09188113,Berg,09,BY,Berg
6697,09188117,Andechs,09,BY,Andechs
6698,09188118,Feldafing,09,BY,Feldafing
6699,09188120,Gauting,09,BY,Gauting
6700,09188121,Gilching,09,BY,Gilching
6701,09188124,Herrsching a.Ammersee,09,BY,Herrsching a.Ammersee
6702,09188126,Inning a.Ammersee,09,BY,Inning a.Ammersee
6703,09188127,Krailling,09,BY,Krailling
6704,09188132,Seefeld,09,BY,Seefeld
6705,09188137,Pöcking,09,BY,Pöcking
6706,09188139,"Starnberg, St",09,BY,Starnberg
6707,09188141,Tutzing,09,BY,Tutzing
6708,09188144,Weßling,09,BY,Weßling
6709,09188145,Wörthsee,09,BY,Wörthsee
6710,09189111,Altenmarkt a.d.Alz,09,BY,Altenmarkt a.d.Alz
6711,09189114,Chieming,09,BY,Chieming
6712,09189115,Engelsberg,09,BY,Engelsberg
6713,09189118,Fridolfing,09,BY,Fridolfing
6714,09189119,Grabenstätt,09,BY,Grabenstätt
6715,09189120,"Grassau, M",09,BY,Grassau
6716,09189124,Inzell,09,BY,Inzell
6717,09189127,Kirchanschöring,09,BY,Kirchanschöring
6718,09189130,Nußdorf,09,BY,Nußdorf
6719,09189134,Palling,09,BY,Palling
6720,09189135,Petting,09,BY,Petting
6721,09189139,Reit im Winkl,09,BY,Reit im Winkl
6722,09189140,Ruhpolding,09,BY,Ruhpolding
6723,09189141,Schleching,09,BY,Schleching
6724,09189142,Schnaitsee,09,BY,Schnaitsee
6725,09189143,Seeon-Seebruck,09,BY,Seeon-Seebruck
6726,09189145,Siegsdorf,09,BY,Siegsdorf
6727,09189148,Surberg,09,BY,Surberg
6728,09189149,Tacherting,09,BY,Tacherting
6729,09189152,"Tittmoning, St",09,BY,Tittmoning
6730,09189154,"Traunreut, St",09,BY,Traunreut
6731,09189155,"Traunstein, GKSt",09,BY,Traunstein
6732,09189157,"Trostberg, St",09,BY,Trostberg
6733,09189159,Übersee,09,BY,Übersee
6734,09189160,Unterwössen,09,BY,Unterwössen
6735,09189113,Bergen,09,BY,Bergen
6736,09189161,Vachendorf,09,BY,Vachendorf
6737,09189129,Marquartstein,09,BY,Marquartstein
6738,09189146,Staudach-Egerndach,09,BY,Staudach-Egerndach
6739,09189126,Kienberg,09,BY,Kienberg
6740,09189133,Obing,09,BY,Obing
6741,09189137,Pittenhart,09,BY,Pittenhart
6742,09189150,Taching a.See,09,BY,Taching a.See
6743,09189162,"Waging a.See, M",09,BY,Waging a.See
6744,09189165,Wonneberg,09,BY,Wonneberg
6745,09190115,Bernried am Starnberger See,09,BY,Bernried am Starnberger See
6746,09190130,Hohenpeißenberg,09,BY,Hohenpeißenberg
6747,09190138,Pähl,09,BY,Pähl
6748,09190139,"Peißenberg, M",09,BY,Peißenberg
6749,09190140,"Peiting, M",09,BY,Peiting
6750,09190141,"Penzberg, St",09,BY,Penzberg
6751,09190142,Polling,09,BY,Polling
6752,09190144,Raisting,09,BY,Raisting
6753,09190148,"Schongau, St",09,BY,Schongau
6754,09190157,"Weilheim i.OB, St",09,BY,Weilheim i.OB
6755,09190158,Wessobrunn,09,BY,Wessobrunn
6756,09190159,Wielenbach,09,BY,Wielenbach
6757,09190111,Altenstadt,09,BY,Altenstadt
6758,09190129,Hohenfurch,09,BY,Hohenfurch
6759,09190133,Ingenried,09,BY,Ingenried
6760,09190149,Schwabbruck,09,BY,Schwabbruck
6761,09190151,Schwabsoien,09,BY,Schwabsoien
6762,09190114,Bernbeuren,09,BY,Bernbeuren
6763,09190118,Burggen,09,BY,Burggen
6764,09190113,Antdorf,09,BY,Antdorf
6765,09190126,Habach,09,BY,Habach
6766,09190136,Obersöchering,09,BY,Obersöchering
6767,09190153,Sindelsdorf,09,BY,Sindelsdorf
6768,09190120,Eberfing,09,BY,Eberfing
6769,09190121,Eglfing,09,BY,Eglfing
6770,09190131,Huglfing,09,BY,Huglfing
6771,09190135,Oberhausen,09,BY,Oberhausen
6772,09190117,Böbing,09,BY,Böbing
6773,09190145,Rottenbuch,09,BY,Rottenbuch
6774,09190132,Iffeldorf,09,BY,Iffeldorf
6775,09190152,Seeshaupt,09,BY,Seeshaupt
6776,09190143,Prem,09,BY,Prem
6777,09190154,Steingaden,09,BY,Steingaden
6778,09190160,Wildsteig,09,BY,Wildsteig
6779,09261000,Landshut,09,BY,Landshut
6780,09262000,Passau,09,BY,Passau
6781,09263000,Straubing,09,BY,Straubing
6782,09271111,Aholming,09,BY,Aholming
6783,09271113,Auerbach,09,BY,Auerbach
6784,09271116,Bernried,09,BY,Bernried
6785,09271119,"Deggendorf, GKSt",09,BY,Deggendorf
6786,09271122,Grafling,09,BY,Grafling
6787,09271125,"Hengersberg, M",09,BY,Hengersberg
6788,09271127,Iggensbach,09,BY,Iggensbach
6789,09271128,Künzing,09,BY,Künzing
6790,09271132,"Metten, M",09,BY,Metten
6791,09271138,Niederalteich,09,BY,Niederalteich
6792,09271140,Offenberg,09,BY,Offenberg
6793,09271141,"Osterhofen, St",09,BY,Osterhofen
6794,09271146,"Plattling, St",09,BY,Plattling
6795,09271151,Stephansposching,09,BY,Stephansposching
6796,09271153,"Winzer, M",09,BY,Winzer
6797,09271123,Grattersdorf,09,BY,Grattersdorf
6798,09271126,Hunding,09,BY,Hunding
6799,09271130,Lalling,09,BY,Lalling
6800,09271148,Schaufling,09,BY,Schaufling
6801,09271139,Oberpöring,09,BY,Oberpöring
6802,09271143,Otzing,09,BY,Otzing
6803,09271152,Wallerfing,09,BY,Wallerfing
6804,09271118,Buchhofen,09,BY,Buchhofen
6805,09271135,Moos,09,BY,Moos
6806,09271114,Außernzell,09,BY,Außernzell
6807,09271149,"Schöllnach, M",09,BY,Schöllnach
6808,09272118,"Freyung, St",09,BY,Freyung
6809,09272120,"Grafenau, St",09,BY,Grafenau
6810,09272121,Grainet,09,BY,Grainet
6811,09272122,Haidmühle,09,BY,Haidmühle
6812,09272127,Hohenau,09,BY,Hohenau
6813,09272129,Jandelsbrunn,09,BY,Jandelsbrunn
6814,09272134,Mauth,09,BY,Mauth
6815,09272136,Neureichenau,09,BY,Neureichenau
6816,09272140,Ringelai,09,BY,Ringelai
6817,09272141,"Röhrnbach, M",09,BY,Röhrnbach
6818,09272142,Saldenburg,09,BY,Saldenburg
6819,09272143,Sankt Oswald-Riedlhütte,09,BY,Sankt Oswald-Riedlhütte
6820,09272146,Neuschönau,09,BY,Neuschönau
6821,09272149,Spiegelau,09,BY,Spiegelau
6822,09272151,"Waldkirchen, St",09,BY,Waldkirchen
6823,09272116,Eppenschlag,09,BY,Eppenschlag
6824,09272128,Innernzell,09,BY,Innernzell
6825,09272145,Schöfweg,09,BY,Schöfweg
6826,09272147,"Schönberg, M",09,BY,Schönberg
6827,09272126,Hinterschmiding,09,BY,Hinterschmiding
6828,09272139,Philippsreut,09,BY,Philippsreut
6829,09272150,Thurmansbang,09,BY,Thurmansbang
6830,09272152,Zenting,09,BY,Zenting
6831,09272119,Fürsteneck,09,BY,Fürsteneck
6832,09272138,"Perlesreut, M",09,BY,Perlesreut
6833,09273111,"Abensberg, St",09,BY,Abensberg
6834,09273116,"Bad Abbach, M",09,BY,Bad Abbach
6835,09273137,"Kelheim, St",09,BY,Kelheim
6836,09273147,"Mainburg, St",09,BY,Mainburg
6837,09273152,"Neustadt a.d.Donau, St",09,BY,Neustadt a.d.Donau
6838,09273159,"Painten, M",09,BY,Painten
6839,09273164,"Riedenburg, St",09,BY,Riedenburg
6840,09273165,"Rohr i.NB, M",09,BY,Rohr i.NB
6841,09273121,"Essing, M",09,BY,Essing
6842,09273133,Ihrlerstein,09,BY,Ihrlerstein
6843,09273166,Saal a.d.Donau,09,BY,Saal a.d.Donau
6844,09273175,Teugn,09,BY,Teugn
6845,09273125,Hausen,09,BY,Hausen
6846,09273127,Herrngiersdorf,09,BY,Herrngiersdorf
6847,09273141,"Langquaid, M",09,BY,Langquaid
6848,09273119,Biburg,09,BY,Biburg
6849,09273139,Kirchdorf,09,BY,Kirchdorf
6850,09273172,"Siegenburg, M",09,BY,Siegenburg
6851,09273177,Train,09,BY,Train
6852,09273181,Wildenberg,09,BY,Wildenberg
6853,09273113,Aiglsbach,09,BY,Aiglsbach
6854,09273115,Attenhofen,09,BY,Attenhofen
6855,09273163,Elsendorf,09,BY,Elsendorf
6856,09273178,Volkenschwand,09,BY,Volkenschwand
6857,09274111,Adlkofen,09,BY,Adlkofen
6858,09274113,"Altdorf, M",09,BY,Altdorf
6859,09274120,Bodenkirchen,09,BY,Bodenkirchen
6860,09274121,Buch a.Erlbach,09,BY,Buch a.Erlbach
6861,09274124,Eching,09,BY,Eching
6862,09274126,"Ergolding, M",09,BY,Ergolding
6863,09274128,"Essenbach, M",09,BY,Essenbach
6864,09274134,"Geisenhausen, M",09,BY,Geisenhausen
6865,09274141,Hohenthann,09,BY,Hohenthann
6866,09274146,Kumhausen,09,BY,Kumhausen
6867,09274153,Neufahrn i.NB,09,BY,Neufahrn i.NB
6868,09274156,Niederaichbach,09,BY,Niederaichbach
6869,09274172,"Pfeffenhausen, M",09,BY,Pfeffenhausen
6870,09274176,"Rottenburg a.d.Laaber, St",09,BY,Rottenburg a.d.Laaber
6871,09274182,Tiefenbach,09,BY,Tiefenbach
6872,09274184,"Vilsbiburg, St",09,BY,Vilsbiburg
6873,09274185,Vilsheim,09,BY,Vilsheim
6874,09274194,Bruckberg,09,BY,Bruckberg
6875,09274119,Bayerbach b.Ergoldsbach,09,BY,Bayerbach b.Ergoldsbach
6876,09274127,"Ergoldsbach, M",09,BY,Ergoldsbach
6877,09274132,Furth,09,BY,Furth
6878,09274165,Obersüßbach,09,BY,Obersüßbach
6879,09274187,Weihmichl,09,BY,Weihmichl
6880,09274174,Postau,09,BY,Postau
6881,09274188,Weng,09,BY,Weng
6882,09274191,Wörth a.d.Isar,09,BY,Wörth a.d.Isar
6883,09274112,Aham,09,BY,Aham
6884,09274135,Gerzen,09,BY,Gerzen
6885,09274145,Kröning,09,BY,Kröning
6886,09274179,Schalkham,09,BY,Schalkham
6887,09274114,Altfraunhofen,09,BY,Altfraunhofen
6888,09274118,Baierbach,09,BY,Baierbach
6889,09274154,Neufraunhofen,09,BY,Neufraunhofen
6890,09274183,"Velden, M",09,BY,Velden
6891,09274193,Wurmsham,09,BY,Wurmsham
6892,09275111,Aicha vorm Wald,09,BY,Aicha vorm Wald
6893,09275114,Aldersbach,09,BY,Aldersbach
6894,09275116,Bad Füssing,09,BY,Bad Füssing
6895,09275118,Breitenberg,09,BY,Breitenberg
6896,09275119,Büchlberg,09,BY,Büchlberg
6897,09275120,"Eging a.See, M",09,BY,Eging a.See
6898,09275121,Fürstenstein,09,BY,Fürstenstein
6899,09275122,"Fürstenzell, M",09,BY,Fürstenzell
6900,09275124,"Bad Griesbach i.Rottal, St",09,BY,Bad Griesbach i.Rottal
6901,09275125,Haarbach,09,BY,Haarbach
6902,09275126,"Hauzenberg, St",09,BY,Hauzenberg
6903,09275127,"Hofkirchen, M",09,BY,Hofkirchen
6904,09275128,"Hutthurm, M",09,BY,Hutthurm
6905,09275130,Kirchham,09,BY,Kirchham
6906,09275131,"Kößlarn, M",09,BY,Kößlarn
6907,09275133,Neuburg a.Inn,09,BY,Neuburg a.Inn
6908,09275134,Neuhaus a.Inn,09,BY,Neuhaus a.Inn
6909,09275135,Neukirchen vorm Wald,09,BY,Neukirchen vorm Wald
6910,09275137,"Obernzell, M",09,BY,Obernzell
6911,09275138,"Ortenburg, M",09,BY,Ortenburg
6912,09275141,"Pocking, St",09,BY,Pocking
6913,09275144,Ruderting,09,BY,Ruderting
6914,09275145,"Ruhstorf a.d.Rott, M",09,BY,Ruhstorf a.d.Rott
6915,09275146,Salzweg,09,BY,Salzweg
6916,09275148,Sonnen,09,BY,Sonnen
6917,09275149,Tettenweis,09,BY,Tettenweis
6918,09275150,Thyrnau,09,BY,Thyrnau
6919,09275151,Tiefenbach,09,BY,Tiefenbach
6920,09275153,"Untergriesbach, M",09,BY,Untergriesbach
6921,09275154,"Vilshofen an der Donau, St",09,BY,Vilshofen an der Donau
6922,09275156,"Wegscheid, M",09,BY,Wegscheid
6923,09275159,"Windorf, M",09,BY,Windorf
6924,09275152,"Tittling, M",09,BY,Tittling
6925,09275160,Witzmannsberg,09,BY,Witzmannsberg
6926,09275112,"Aidenbach, M",09,BY,Aidenbach
6927,09275117,Beutelsbach,09,BY,Beutelsbach
6928,09275132,Malching,09,BY,Malching
6929,09275143,"Rotthalmünster, M",09,BY,Rotthalmünster
6930,09276113,Arnbruck,09,BY,Arnbruck
6931,09276115,Bayerisch Eisenstein,09,BY,Bayerisch Eisenstein
6932,09276116,Bischofsmais,09,BY,Bischofsmais
6933,09276117,"Bodenmais, M",09,BY,Bodenmais
6934,09276118,Böbrach,09,BY,Böbrach
6935,09276120,Drachselsried,09,BY,Drachselsried
6936,09276121,Frauenau,09,BY,Frauenau
6937,09276122,Geiersthal,09,BY,Geiersthal
6938,09276126,Kirchberg i.Wald,09,BY,Kirchberg i.Wald
6939,09276127,Kirchdorf i.Wald,09,BY,Kirchdorf i.Wald
6940,09276128,Kollnburg,09,BY,Kollnburg
6941,09276129,Langdorf,09,BY,Langdorf
6942,09276130,Lindberg,09,BY,Lindberg
6943,09276134,Patersdorf,09,BY,Patersdorf
6944,09276135,Prackenbach,09,BY,Prackenbach
6945,09276138,"Regen, St",09,BY,Regen
6946,09276139,Rinchnach,09,BY,Rinchnach
6947,09276143,"Teisnach, M",09,BY,Teisnach
6948,09276144,"Viechtach, St",09,BY,Viechtach
6949,09276148,"Zwiesel, St",09,BY,Zwiesel
6950,09276111,Achslach,09,BY,Achslach
6951,09276123,Gotteszell,09,BY,Gotteszell
6952,09276142,"Ruhmannsfelden, M",09,BY,Ruhmannsfelden
6953,09276146,Zachenberg,09,BY,Zachenberg
6954,09277111,"Arnstorf, M",09,BY,Arnstorf
6955,09277114,Dietersburg,09,BY,Dietersburg
6956,09277116,"Eggenfelden, St",09,BY,Eggenfelden
6957,09277117,Egglham,09,BY,Egglham
6958,09277121,"Gangkofen, M",09,BY,Gangkofen
6959,09277124,Hebertsfelden,09,BY,Hebertsfelden
6960,09277126,Johanniskirchen,09,BY,Johanniskirchen
6961,09277127,Julbach,09,BY,Julbach
6962,09277128,Kirchdorf a.Inn,09,BY,Kirchdorf a.Inn
6963,09277134,Mitterskirchen,09,BY,Mitterskirchen
6964,09277138,"Pfarrkirchen, St",09,BY,Pfarrkirchen
6965,09277139,Postmünster,09,BY,Postmünster
6966,09277142,Roßbach,09,BY,Roßbach
6967,09277144,Schönau,09,BY,Schönau
6968,09277145,"Simbach a.Inn, St",09,BY,Simbach a.Inn
6969,09277149,"Triftern, M",09,BY,Triftern
6970,09277151,Unterdietfurt,09,BY,Unterdietfurt
6971,09277152,Wittibreut,09,BY,Wittibreut
6972,09277153,"Wurmannsquick, M",09,BY,Wurmannsquick
6973,09277154,Zeilarn,09,BY,Zeilarn
6974,09277119,Falkenberg,09,BY,Falkenberg
6975,09277131,Malgersdorf,09,BY,Malgersdorf
6976,09277141,Rimbach,09,BY,Rimbach
6977,09277122,Geratskirchen,09,BY,Geratskirchen
6978,09277133,"Massing, M",09,BY,Massing
6979,09277112,Bayerbach,09,BY,Bayerbach
6980,09277113,"Bad Birnbach, M",09,BY,Bad Birnbach
6981,09277140,Reut,09,BY,Reut
6982,09277148,"Tann, M",09,BY,Tann
6983,09277118,Ering,09,BY,Ering
6984,09277147,Stubenberg,09,BY,Stubenberg
6985,09278118,"Bogen, St",09,BY,Bogen
6986,09278121,Feldkirchen,09,BY,Feldkirchen
6987,09278123,"Geiselhöring, St",09,BY,Geiselhöring
6988,09278129,Haibach,09,BY,Haibach
6989,09278141,Kirchroth,09,BY,Kirchroth
6990,09278143,Konzell,09,BY,Konzell
6991,09278144,Laberweinting,09,BY,Laberweinting
6992,09278146,Leiblfing,09,BY,Leiblfing
6993,09278148,"Mallersdorf-Pfaffenberg, M",09,BY,Mallersdorf-Pfaffenberg
6994,09278167,Oberschneiding,09,BY,Oberschneiding
6995,09278170,Parkstetten,09,BY,Parkstetten
6996,09278178,Rattenberg,09,BY,Rattenberg
6997,09278184,Sankt Englmar,09,BY,Sankt Englmar
6998,09278190,Steinach,09,BY,Steinach
6999,09278197,Wiesenfelden,09,BY,Wiesenfelden
7000,09278147,Loitzendorf,09,BY,Loitzendorf
7001,09278179,Rattiszell,09,BY,Rattiszell
7002,09278189,Stallwang,09,BY,Stallwang
7003,09278116,Ascha,09,BY,Ascha
7004,09278120,Falkenfels,09,BY,Falkenfels
7005,09278134,Haselbach,09,BY,Haselbach
7006,09278151,"Mitterfels, M",09,BY,Mitterfels
7007,09278139,Hunderdorf,09,BY,Hunderdorf
7008,09278154,Neukirchen,09,BY,Neukirchen
7009,09278198,Windberg,09,BY,Windberg
7010,09278112,Aholfing,09,BY,Aholfing
7011,09278117,Atting,09,BY,Atting
7012,09278172,Perkam,09,BY,Perkam
7013,09278177,Rain,09,BY,Rain
7014,09278149,Mariaposching,09,BY,Mariaposching
7015,09278159,Niederwinkling,09,BY,Niederwinkling
7016,09278171,Perasdorf,09,BY,Perasdorf
7017,09278187,"Schwarzach, M",09,BY,Schwarzach
7018,09278113,Aiterhofen,09,BY,Aiterhofen
7019,09278182,Salching,09,BY,Salching
7020,09278140,Irlbach,09,BY,Irlbach
7021,09278192,Straßkirchen,09,BY,Straßkirchen
7022,09279112,"Dingolfing, St",09,BY,Dingolfing
7023,09279113,"Eichendorf, M",09,BY,Eichendorf
7024,09279115,"Frontenhausen, M",09,BY,Frontenhausen
7025,09279122,"Landau a.d.Isar, St",09,BY,Landau a.d.Isar
7026,09279124,Loiching,09,BY,Loiching
7027,09279126,Marklkofen,09,BY,Marklkofen
7028,09279127,Mengkofen,09,BY,Mengkofen
7029,09279128,Moosthenning,09,BY,Moosthenning
7030,09279130,Niederviehbach,09,BY,Niederviehbach
7031,09279132,"Pilsting, M",09,BY,Pilsting
7032,09279134,"Reisbach, M",09,BY,Reisbach
7033,09279135,"Simbach, M",09,BY,Simbach
7034,09279137,"Wallersdorf, M",09,BY,Wallersdorf
7035,09279116,Gottfrieding,09,BY,Gottfrieding
7036,09279125,Mamming,09,BY,Mamming
7037,09361000,Amberg,09,BY,Amberg
7038,09362000,Regensburg,09,BY,Regensburg
7039,09363000,Weiden i.d.OPf.,09,BY,Weiden i.d.OPf.
7040,09371111,Ammerthal,09,BY,Ammerthal
7041,09371113,"Auerbach i.d.OPf., St",09,BY,Auerbach i.d.OPf.
7042,09371118,Ebermannsdorf,09,BY,Ebermannsdorf
7043,09371119,Edelsfeld,09,BY,Edelsfeld
7044,09371120,Ensdorf,09,BY,Ensdorf
7045,09371121,"Freihung, M",09,BY,Freihung
7046,09371122,Freudenberg,09,BY,Freudenberg
7047,09371127,"Hirschau, St",09,BY,Hirschau
7048,09371129,"Hohenburg, M",09,BY,Hohenburg
7049,09371132,"Kastl, M",09,BY,Kastl
7050,09371136,Kümmersbruck,09,BY,Kümmersbruck
7051,09371144,Poppenricht,09,BY,Poppenricht
7052,09371146,"Rieden, M",09,BY,Rieden
7053,09371148,"Schmidmühlen, M",09,BY,Schmidmühlen
7054,09371150,"Schnaittenbach, St",09,BY,Schnaittenbach
7055,09371151,"Sulzbach-Rosenberg, St",09,BY,Sulzbach-Rosenberg
7056,09371154,Ursensollen,09,BY,Ursensollen
7057,09371156,"Vilseck, St",09,BY,Vilseck
7058,09371123,Gebenbach,09,BY,Gebenbach
7059,09371126,"Hahnbach, M",09,BY,Hahnbach
7060,09371128,Hirschbach,09,BY,Hirschbach
7061,09371135,"Königstein, M",09,BY,Königstein
7062,09371140,Etzelwang,09,BY,Etzelwang
7063,09371141,Neukirchen b.Sulzbach-Rosenberg,09,BY,Neukirchen b.Sulzbach-Rosenberg
7064,09371157,Weigendorf,09,BY,Weigendorf
7065,09371116,Birgland,09,BY,Birgland
7066,09371131,Illschwang,09,BY,Illschwang
7067,09372112,Arnschwang,09,BY,Arnschwang
7068,09372113,Arrach,09,BY,Arrach
7069,09372115,Blaibach,09,BY,Blaibach
7070,09372116,"Cham, St",09,BY,Cham
7071,09372117,Chamerau,09,BY,Chamerau
7072,09372124,"Eschlkam, M",09,BY,Eschlkam
7073,09372126,"Furth im Wald, St",09,BY,Furth im Wald
7074,09372130,Grafenwiesen,09,BY,Grafenwiesen
7075,09372135,Hohenwarth,09,BY,Hohenwarth
7076,09372137,"Bad Kötzting, St",09,BY,Bad Kötzting
7077,09372138,"Lam, M",09,BY,Lam
7078,09372143,Miltach,09,BY,Miltach
7079,09372144,"Neukirchen b.Hl.Blut, M",09,BY,Neukirchen b.Hl.Blut
7080,09372146,Pemfling,09,BY,Pemfling
7081,09372151,Rimbach,09,BY,Rimbach
7082,09372153,"Roding, St",09,BY,Roding
7083,09372154,"Rötz, St",09,BY,Rötz
7084,09372155,Runding,09,BY,Runding
7085,09372157,Schönthal,09,BY,Schönthal
7086,09372158,Schorndorf,09,BY,Schorndorf
7087,09372164,Traitsching,09,BY,Traitsching
7088,09372168,Waffenbrunn,09,BY,Waffenbrunn
7089,09372171,"Waldmünchen, St",09,BY,Waldmünchen
7090,09372175,Willmering,09,BY,Willmering
7091,09372177,Zandt,09,BY,Zandt
7092,09372178,Lohberg,09,BY,Lohberg
7093,09372163,Tiefenbach,09,BY,Tiefenbach
7094,09372165,Treffelstein,09,BY,Treffelstein
7095,09372147,Pösing,09,BY,Pösing
7096,09372161,"Stamsried, M",09,BY,Stamsried
7097,09372128,Gleißenberg,09,BY,Gleißenberg
7098,09372174,Weiding,09,BY,Weiding
7099,09372149,Reichenbach,09,BY,Reichenbach
7100,09372170,Walderbach,09,BY,Walderbach
7101,09372167,Zell,09,BY,Zell
7102,09372169,Wald,09,BY,Wald
7103,09372125,"Falkenstein, M",09,BY,Falkenstein
7104,09372142,Michelsneukirchen,09,BY,Michelsneukirchen
7105,09372150,Rettenbach,09,BY,Rettenbach
7106,09373112,"Berching, St",09,BY,Berching
7107,09373113,Berg b.Neumarkt i.d.OPf.,09,BY,Berg b.Neumarkt i.d.OPf.
7108,09373115,"Breitenbrunn, M",09,BY,Breitenbrunn
7109,09373119,Deining,09,BY,Deining
7110,09373121,"Dietfurt a.d.Altmühl, St",09,BY,Dietfurt a.d.Altmühl
7111,09373126,"Freystadt, St",09,BY,Freystadt
7112,09373134,"Hohenfels, M",09,BY,Hohenfels
7113,09373140,"Lauterhofen, M",09,BY,Lauterhofen
7114,09373143,"Lupburg, M",09,BY,Lupburg
7115,09373146,Mühlhausen,09,BY,Mühlhausen
7116,09373147,"Neumarkt i.d.OPf., GKSt",09,BY,Neumarkt i.d.OPf.
7117,09373151,"Parsberg, St",09,BY,Parsberg
7118,09373155,"Postbauer-Heng, M",09,BY,Postbauer-Heng
7119,09373156,"Pyrbaum, M",09,BY,Pyrbaum
7120,09373160,Seubersdorf i.d.OPf.,09,BY,Seubersdorf i.d.OPf.
7121,09373167,"Velburg, St",09,BY,Velburg
7122,09373114,Berngau,09,BY,Berngau
7123,09373153,Pilsach,09,BY,Pilsach
7124,09373159,Sengenthal,09,BY,Sengenthal
7125,09374111,Altenstadt a.d.Waldnaab,09,BY,Altenstadt a.d.Waldnaab
7126,09374118,"Eslarn, M",09,BY,Eslarn
7127,09374121,"Floß, M",09,BY,Floß
7128,09374122,Flossenbürg,09,BY,Flossenbürg
