ags,description
09276128,Kollnburg
09276129,Langdorf
09276130,Lindberg
09276134,Patersdorf
09276135,Prackenbach
09276138,"Regen, St"
09276139,Rinchnach
09276142,"Ruhmannsfelden, M"
09276143,"Teisnach, M"
09276144,"Viechtach, St"
09276146,Zachenberg
09276148,"Zwiesel, St"
09277000,"Rottal-Inn, (Landkreis)"
09277111,"Arnstorf, M"
09277112,Bayerbach
09277113,"Bad Birnbach, M"
09277114,Dietersburg
09277116,"Eggenfelden, St"
09277117,Egglham
09277118,Ering
09277119,Falkenberg
09277121,"Gangkofen, M"
09277122,Geratskirchen
09277124,Hebertsfelden
09277126,Johanniskirchen
09277127,Julbach
09277128,Kirchdorf a.Inn
09277131,Malgersdorf
09277133,"Massing, M"
09277134,Mitterskirchen
09277138,"Pfarrkirchen, St"
09277139,Postmünster
09277140,Reut
09277141,Rimbach
09277142,Roßbach
09277144,Schönau
09277145,"Simbach a.Inn, St"
09277147,Stubenberg
09277148,"Tann, M"
09277149,"Triftern, M"
09277151,Unterdietfurt
09277152,Wittibreut
09277153,"Wurmannsquick, M"
09277154,Zeilarn
09278000,"Straubing-Bogen, (Landkreis)"
09278112,Aholfing
09278113,Aiterhofen
09278116,Ascha
09278117,Atting
09278118,"Bogen, St"
09278120,Falkenfels
09278121,Feldkirchen
09278123,"Geiselhöring, St"
09278129,Haibach
09278134,Haselbach
09278139,Hunderdorf
09278140,Irlbach
09278141,Kirchroth
09278143,Konzell
09278144,Laberweinting
09278146,Leiblfing
09278147,Loitzendorf
09278148,"Mallersdorf-Pfaffenberg, M"
09278149,Mariaposching
09278151,"Mitterfels, M"
09278154,Neukirchen
09278159,Niederwinkling
09278167,Oberschneiding
09278170,Parkstetten
09278171,Perasdorf
09278172,Perkam
09278177,Rain
09278178,Rattenberg
09278179,Rattiszell
09278182,Salching
09278184,Sankt Englmar
09278187,"Schwarzach, M"
09278189,Stallwang
09278190,Steinach
09278192,Straßkirchen
09278197,Wiesenfelden
09278198,Windberg
09279000,"Dingolfing-Landau, (Landkreis)"
09279112,"Dingolfing, St"
09279113,"Eichendorf, M"
09279115,"Frontenhausen, M"
09279116,Gottfrieding
09279122,"Landau a.d.Isar, St"
09279124,Loiching
09279125,Mamming
09279126,Marklkofen
09279127,Mengkofen
09279128,Moosthenning
09279130,Niederviehbach
09279132,"Pilsting, M"
09279134,"Reisbach, M"
09279135,"Simbach, M"
09279137,"Wallersdorf, M"
09361000,Amberg
09362000,Regensburg
09363000,Weiden i.d.OPf.
09371000,"Amberg-Sulzbach, (Landkreis)"
09371111,Ammerthal
09371113,"Auerbach i.d.OPf., St"
09371116,Birgland
09371118,Ebermannsdorf
09371119,Edelsfeld
09371120,Ensdorf
09371121,"Freihung, M"
09371122,Freudenberg
09371123,Gebenbach
09371126,"Hahnbach, M"
09371127,"Hirschau, St"
09371128,Hirschbach
09371129,"Hohenburg, M"
09371131,Illschwang
09371132,"Kastl, M"
09371135,"Königstein, M"
09371136,Kümmersbruck
09371140,Etzelwang
09371141,Neukirchen b.Sulzbach-Rosenberg
09371144,Poppenricht
09371146,"Rieden, M"
09371148,"Schmidmühlen, M"
09371150,"Schnaittenbach, St"
09371151,"Sulzbach-Rosenberg, St"
09371154,Ursensollen
09371156,"Vilseck, St"
09371157,Weigendorf
09372000,"Cham, (Landkreis)"
09372112,Arnschwang
09372113,Arrach
09372115,Blaibach
09372116,"Cham, St"
09372117,Chamerau
09372124,"Eschlkam, M"
09372125,"Falkenstein, M"
09372126,"Furth im Wald, St"
09372128,Gleißenberg
09372130,Grafenwiesen
09372135,Hohenwarth
09372137,"Bad Kötzting, St"
09372138,"Lam, M"
09372142,Michelsneukirchen
09372143,Miltach
09372144,"Neukirchen b.Hl.Blut, M"
09372146,Pemfling
09372147,Pösing
09372149,Reichenbach
09372150,Rettenbach
09372151,Rimbach
09372153,"Roding, St"
09372154,"Rötz, St"
09372155,Runding
09372157,Schönthal
09372158,Schorndorf
09372161,"Stamsried, M"
09372163,Tiefenbach
09372164,Traitsching
09372165,Treffelstein
09372167,Zell
09372168,Waffenbrunn
09372169,Wald
09372170,Walderbach
09372171,"Waldmünchen, St"
09372174,Weiding
09372175,Willmering
09372177,Zandt
09372178,Lohberg
09373000,"Neumarkt i.d.OPf., (Landkreis)"
09373112,"Berching, St"
09373113,Berg b.Neumarkt i.d.OPf.
09373114,Berngau
09373115,"Breitenbrunn, M"
09373119,Deining
09373121,"Dietfurt a.d.Altmühl, St"
09373126,"Freystadt, St"
09373134,"Hohenfels, M"
09373140,"Lauterhofen, M"
09373143,"Lupburg, M"
09373146,Mühlhausen
09373147,"Neumarkt i.d.OPf., GKSt"
09373151,"Parsberg, St"
09373153,Pilsach
09373155,"Postbauer-Heng, M"
09373156,"Pyrbaum, M"
09373159,Sengenthal
09373160,Seubersdorf i.d.OPf.
09373167,"Velburg, St"
09374000,"Neustadt a.d.Waldnaab, (Landkreis)"
09374111,Altenstadt a.d.Waldnaab
09374117,"Eschenbach i.d.OPf., St"
09374118,"Eslarn, M"
09374119,Etzenricht
09374121,"Floß, M"
09374122,Flossenbürg
09374123,Georgenberg
09374124,"Grafenwöhr, St"
09374127,Irchenrieth
09374128,Kirchendemenreuth
09374129,"Kirchenthumbach, M"
09374131,"Kohlberg, M"
09374132,"Leuchtenberg, M"
09374133,"Luhe-Wildenau, M"
09374134,"Mantel, M"
09374137,"Moosbach, M"
09374139,"Neustadt a.d.Waldnaab, St"
09374140,"Neustadt am Kulm, St"
09374144,"Parkstein, M"
09374146,Pirk
09374147,"Pleystein, St"
09374148,Trabitz
09374149,"Pressath, St"
09374150,Püchersreuth
09374154,Schirmitz
09374155,Schlammersdorf
09374156,Schwarzenbach
09374157,Speinshart
09374158,Störnstein
09374159,"Tännesberg, M"
09374160,Theisseil
09374162,"Vohenstrauß, St"
09374163,Vorbach
09374164,"Waidhaus, M"
09374165,"Waldthurn, M"
09374166,Weiherhammer
09374168,"Windischeschenbach, St"
09374170,Bechtsrieth
09375000,"Regensburg, (Landkreis)"
09375113,Alteglofsheim
09375114,Altenthann
09375115,Aufhausen
09375116,Bach a.d.Donau
09375117,Barbing
09375118,"Beratzhausen, M"
09375119,Bernhardswald
09375120,Brennberg
09375122,Brunn
09375127,Deuerling
09375130,"Donaustauf, M"
09375131,Duggendorf
09375143,Hagelstadt
09375148,"Hemau, St"
09375153,Holzheim a.Forst
09375156,"Kallmünz, M"
09375161,Köfering
09375162,"Laaber, M"
09375165,"Lappersdorf, M"
09375170,Mintraching
09375171,Mötzing
09375174,"Neutraubling, St"
09375175,"Nittendorf, M"
09375179,Obertraubling
09375180,Pentling
09375181,Pettendorf
09375182,Pfakofen
09375183,Pfatter
09375184,Pielenhofen
09375190,"Regenstauf, M"
09375191,Riekofen
09375196,"Schierling, M"
09375199,Sinzing
09375201,Sünching
09375204,Tegernheim
09375205,Thalmassing
09375208,Wenzenbach
09375209,Wiesent
09375210,"Wörth a.d.Donau, St"
09375211,Wolfsegg
09375213,Zeitlarn
09376000,"Schwandorf, (Landkreis)"
09376112,Altendorf
09376116,Bodenwöhr
09376117,"Bruck i.d.OPf., M"
09376119,"Burglengenfeld, St"
09376122,Dieterskirchen
09376125,Fensterbach
09376131,Gleiritsch
09376133,Guteneck
09376141,"Maxhütte-Haidhof, St"
09376144,"Nabburg, St"
09376146,"Neukirchen-Balbini, M"
09376147,"Neunburg vorm Wald, St"
09376148,Niedermurach
09376149,"Nittenau, St"
09376150,"Wernberg-Köblitz, M"
09376151,"Oberviechtach, St"
09376153,"Pfreimd, St"
09376159,Schmidgaden
09376160,"Schönsee, St"
09376161,"Schwandorf, GKSt"
09376162,Schwarzach b.Nabburg
09376163,"Schwarzenfeld, M"
09376164,"Schwarzhofen, M"
09376167,Stadlern
09376168,Steinberg am See
09376169,Stulln
09376170,"Teublitz, St"
09376171,Teunz
09376172,Thanstein
09376173,Trausnitz
09376175,Wackersdorf
09376176,Weiding
09376178,"Winklarn, M"
09377000,"Tirschenreuth, (Landkreis)"
09377112,"Bärnau, St"
09377113,Brand
09377115,Ebnath
09377116,"Erbendorf, St"
09377117,"Falkenberg, M"
09377118,Friedenfels
09377119,"Fuchsmühl, M"
09377127,Immenreuth
09377128,Kastl
09377129,"Kemnath, St"
09377131,"Konnersreuth, M"
09377132,Krummennaab
09377133,Kulmain
09377137,Leonberg
09377139,"Mähring, M"
09377141,"Mitterteich, St"
09377142,"Bad Neualbenreuth, M"
09377143,Neusorg
09377145,Pechbrunn
09377146,"Plößberg, M"
09377148,Pullenreuth
09377149,Reuth b.Erbendorf
09377154,"Tirschenreuth, St"
09377157,"Waldershof, St"
09377158,"Waldsassen, St"
09377159,"Wiesau, M"
09461000,Bamberg
09462000,Bayreuth
09463000,Coburg
09464000,Hof
09471000,"Bamberg, (Landkreis)"
09471111,Altendorf
09471115,"Baunach, St"
09471117,Bischberg
09471119,Breitengüßbach
09471120,"Burgebrach, M"
09471122,"Burgwindheim, M"
09471123,"Buttenheim, M"
09471128,"Ebrach, M"
09471131,Frensdorf
09471133,Gerach
09471137,Gundelsheim
09471140,"Hallstadt, St"
09471142,"Heiligenstadt i.OFr., M"
09471145,"Hirschaid, M"
09471150,Kemmern
09471151,Königsfeld
09471152,Lauter
09471154,Lisberg
09471155,Litzendorf
09471159,Memmelsdorf
09471165,Oberhaid
09471169,Pettstadt
09471172,Pommersfelden
09471173,Priesendorf
09471174,"Rattelsdorf, M"
09471175,Reckendorf
09471185,"Scheßlitz, St"
09471186,Schönbrunn i.Steigerwald
09471189,Stadelhofen
09471191,Stegaurach
09471195,Strullendorf
09471207,Viereth-Trunstadt
09471208,Walsdorf
09471209,Wattendorf
09471214,"Zapfendorf, M"
09471220,"Schlüsselfeld, St"
09472000,"Bayreuth, (Landkreis)"
09472111,Ahorntal
09472115,Aufseß
09472116,"Bad Berneck i.Fichtelgebirge, St"
09472118,"Betzenstein, St"
09472119,Bindlach
09472121,Bischofsgrün
09472127,"Creußen, St"
09472131,Eckersdorf
09472133,Emtmannsberg
09472138,Fichtelberg
09472139,"Gefrees, St"
09472140,Gesees
09472141,Glashütten
09472143,"Goldkronach, St"
09472146,Haag
09472150,Heinersreuth
09472154,"Hollfeld, St"
09472155,Hummeltal
09472156,Kirchenpingarten
09472164,Mehlmeisel
09472166,Mistelbach
09472167,Mistelgau
09472175,"Pegnitz, St"
09472176,Plankenfels
09472177,"Plech, M"
09472179,"Pottenstein, St"
09472180,Prebitz
09472184,"Schnabelwaid, M"
09472188,Seybothenreuth
09472190,Speichersdorf
09472197,"Waischenfeld, St"
09472198,Warmensteinach
09472199,"Weidenberg, M"
09473000,"Coburg, (Landkreis)"
09473112,Ahorn
09473120,Dörfles-Esbach
09473121,Ebersdorf b.Coburg
09473132,Großheirath
09473134,Grub a.Forst
09473138,Itzgrund
09473141,Lautertal
09473144,Meeder
09473151,"Neustadt b.Coburg, GKSt"
09473153,Niederfüllbach
09473158,"Bad Rodach, St"
09473159,"Rödental, St"
09473165,"Seßlach, St"
09473166,Sonnefeld
09473170,Untersiemau
09473174,Weidhausen b.Coburg
09473175,Weitramsdorf
09474000,"Forchheim, (Landkreis)"
09474119,Dormitz
09474121,"Ebermannstadt, St"
09474122,Effeltrich
09474123,"Eggolsheim, M"
09474124,"Egloffstein, M"
09474126,"Forchheim, GKSt"
09474129,"Gößweinstein, M"
09474132,"Gräfenberg, St"
09474133,Hallerndorf
09474134,Hausen
09474135,Heroldsbach
09474137,Hetzles
09474138,"Hiltpoltstein, M"
09474140,"Igensdorf, M"
09474143,Kirchehrenbach
09474144,Kleinsendelbach
09474145,Kunreuth
09474146,Langensendelbach
09474147,Leutenbach
09474154,"Neunkirchen a.Brand, M"
09474156,Obertrubach
09474158,Pinzberg
09474160,Poxdorf
09474161,"Pretzfeld, M"
09474168,Unterleinleiter
09474171,Weilersbach
09474173,Weißenohe
09474175,Wiesenthau
09474176,"Wiesenttal, M"
09475000,"Hof, (Landkreis)"
09475112,"Bad Steben, M"
09475113,Berg
09475120,Döhlau
09475123,Feilitzsch
09475127,Gattendorf
09475128,Geroldsgrün
09475136,"Helmbrechts, St"
09475137,Issigau
09475141,Köditz
09475142,Konradsreuth
09475145,Leupoldsgrün
09475146,"Lichtenberg, St"
09475154,"Münchberg, St"
09475156,"Naila, St"
09475158,"Oberkotzau, M"
09475161,Regnitzlosau
09475162,"Rehau, St"
09475165,"Schauenstein, St"
09475168,"Schwarzenbach a.d.Saale, St"
09475169,"Schwarzenbach a.Wald, St"
09475171,"Selbitz, St"
09475174,"Sparneck, M"
09475175,"Stammbach, M"
09475181,Töpen
09475182,Trogen
09475184,Weißdorf
09475189,"Zell im Fichtelgebirge, M"
09476000,"Kronach, (Landkreis)"
09476145,"Kronach, St"
09476146,"Küps, M"
09476152,"Ludwigsstadt, St"
09476154,"Mitwitz, M"
09476159,"Nordhalben, M"
09476164,"Pressig, M"
09476166,Reichenbach
09476171,Schneckenlohe
09476175,Steinbach a.Wald
09476177,"Steinwiesen, M"
09476178,Stockheim
09476179,"Tettau, M"
09476180,"Teuschnitz, St"
09476182,Tschirn
09476183,"Marktrodach, M"
09476184,"Wallenfels, St"
09476185,Weißenbrunn
09476189,Wilhelmsthal
09477000,"Kulmbach, (Landkreis)"
09477117,"Grafengehaig, M"
09477118,Guttenberg
09477119,Harsdorf
09477121,Himmelkron
09477124,"Kasendorf, M"
09477127,Ködnitz
09477128,"Kulmbach, GKSt"
09477129,"Kupferberg, St"
09477135,"Ludwigschorgast, M"
09477136,"Mainleus, M"
09477138,"Marktleugast, M"
09477139,"Marktschorgast, M"
09477142,Neudrossenfeld
09477143,Neuenmarkt
09477148,"Presseck, M"
09477151,Rugendorf
09477156,"Stadtsteinach, St"
09477157,"Thurnau, M"
09477158,Trebgast
09477159,Untersteinach
09477163,"Wirsberg, M"
09477164,"Wonsees, M"
09478000,"Lichtenfels, (Landkreis)"
09478111,Altenkunstadt
09478116,"Burgkunstadt, St"
09478120,"Ebensfeld, M"
09478127,Hochstadt a.Main
09478139,"Lichtenfels, St"
09478143,"Marktgraitz, M"
09478144,"Marktzeuln, M"
09478145,Michelau i.OFr.
09478155,Redwitz a.d.Rodach
09478165,"Bad Staffelstein, St"
09478176,"Weismain, St"
09479000,"Wunsiedel i.Fichtelgebirge, (Landkreis)"
09479111,Bad Alexandersbad
09479112,"Arzberg, St"
09479126,Höchstädt i.Fichtelgebirge
09479127,"Hohenberg a.d.Eger, St"
09479129,"Kirchenlamitz, St"
09479135,"Marktleuthen, St"
09479136,"Marktredwitz, GKSt"
09479138,Nagel
09479145,Röslau
09479147,"Schirnding, M"
09479150,"Schönwald, St"
09479152,"Selb, GKSt"
09479158,"Thiersheim, M"
09479159,"Thierstein, M"
09479161,Tröstau
09479166,"Weißenstadt, St"
09479169,"Wunsiedel, St"
09561000,Ansbach
09562000,Erlangen
09563000,Fürth
09564000,Nürnberg
09565000,Schwabach
09571000,"Ansbach, (Landkreis)"
09571111,Adelshofen
09571113,"Arberg, M"
09571114,Aurach
09571115,"Bechhofen, M"
09571122,Bruckberg
09571125,Buch a.Wald
09571127,Burgoberbach
09571128,Burk
09571130,"Colmberg, M"
09571132,"Dentlein a.Forst, M"
09571134,Diebach
09571135,"Dietenhofen, M"
09571136,"Dinkelsbühl, GKSt"
09571137,"Dombühl, M"
09571139,"Dürrwangen, M"
09571141,Ehingen
09571145,"Feuchtwangen, St"
09571146,"Flachslanden, M"
09571152,Gebsattel
09571154,Gerolfingen
09571155,Geslau
09571165,"Heilsbronn, St"
09571166,"Herrieden, St"
09571169,Insingen
09571170,Langfurth
09571171,"Lehrberg, M"
09571174,"Leutershausen, St"
09571175,"Lichtenau, M"
09571177,"Merkendorf, St"
09571178,Mitteleschenbach
09571179,Mönchsroth
09571180,Neuendettelsau
09571181,Neusitz
09571183,Oberdachstetten
09571188,Ohrenbach
09571189,"Ornbau, St"
09571190,Petersaurach
09571192,Röckingen
09571193,"Rothenburg ob der Tauber, GKSt"
09571194,Rügland
09571196,Sachsen b.Ansbach
09571198,"Schillingsfürst, St"
09571199,Schnelldorf
09571200,"Schopfloch, M"
09571205,Steinsfeld
09571208,Unterschwaningen
09571214,"Wassertrüdingen, St"
09571216,"Weidenbach, M"
09571217,Weihenzell
09571218,"Weiltingen, M"
09571222,Wettringen
09571223,Wieseth
09571224,Wilburgstetten
09571225,Windelsbach
09571226,"Windsbach, St"
09571227,Wittelshofen
09571228,Wörnitz
09571229,"Wolframs-Eschenbach, St"
09572000,"Erlangen-Höchstadt, (Landkreis)"
09572111,Adelsdorf
09572114,Aurachtal
09572115,"Baiersdorf, St"
09572119,Bubenreuth
09572120,Buckenhof
09572121,"Eckental, M"
09572126,Gremsdorf
09572127,Großenseebach
09572130,Hemhofen
09572131,"Heroldsberg, M"
09572132,"Herzogenaurach, St"
09572133,Heßdorf
09572135,"Höchstadt a.d.Aisch, St"
09572137,Kalchreuth
09572139,"Lonnerstadt, M"
09572141,Marloffstein
09572142,Möhrendorf
09572143,"Mühlhausen, M"
09572147,Oberreichenbach
09572149,Röttenbach
09572154,Spardorf
09572158,Uttenreuth
09572159,"Vestenbergsgreuth, M"
09572160,"Wachenroth, M"
09572164,"Weisendorf, M"
09573000,"Fürth, (Landkreis)"
09573111,"Ammerndorf, M"
09573114,"Cadolzburg, M"
09573115,Großhabersdorf
09573120,"Langenzenn, St"
09573122,"Oberasbach, St"
09573123,Obermichelbach
09573124,Puschendorf
09573125,"Roßtal, M"
09573126,Seukendorf
09573127,"Stein, St"
09573129,Tuchenbach
09573130,Veitsbronn
09573133,"Wilhermsdorf, M"
09573134,"Zirndorf, St"
09574000,"Nürnberger Land, (Landkreis)"
09574111,Alfeld
09574112,"Altdorf b.Nürnberg, St"
09574117,Burgthann
09574120,Engelthal
09574123,"Feucht, M"
09574128,Happurg
09574129,Hartenstein
09574131,Henfenfeld
09574132,"Hersbruck, St"
09574135,Kirchensittenbach
09574138,"Lauf a.d.Pegnitz, St"
09574139,Leinburg
09574140,"Neuhaus a.d.Pegnitz, M"
09574141,Neunkirchen a.Sand
09574145,Offenhausen
09574146,Ottensoos
09574147,Pommelsbrunn
09574150,Reichenschwand
09574152,"Röthenbach a.d.Pegnitz, St"
09574154,Rückersdorf
09574155,"Schnaittach, M"
09574156,Schwaig b.Nürnberg
09574157,Schwarzenbruck
09574158,Simmelsdorf
09574160,"Velden, St"
09574161,Vorra
09574164,Winkelhaid
09575000,"Neustadt a.d.Aisch-Bad Windsheim, (Landkreis)"
09575112,"Bad Windsheim, St"
09575113,"Baudenbach, M"
09575115,"Burgbernheim, St"
09575116,"Burghaslach, M"
09575117,"Dachsbach, M"
09575118,Diespeck
09575119,Dietersheim
09575121,"Emskirchen, M"
09575122,Ergersheim
09575124,Gallmersgarten
09575125,Gerhardshofen
09575127,Gollhofen
09575128,Gutenstetten
09575129,Hagenbüchach
09575130,Hemmersheim
09575133,Illesheim
09575134,"Ippesheim, M"
09575135,"Ipsheim, M"
09575138,Langenfeld
09575143,"Marktbergel, M"
09575144,"Markt Bibart, M"
09575145,"Markt Erlbach, M"
09575146,"Markt Nordheim, M"
09575147,"Markt Taschendorf, M"
09575150,Münchsteinach
09575152,"Neuhof a.d.Zenn, M"
09575153,"Neustadt a.d.Aisch, St"
09575155,Oberickelsheim
09575156,"Obernzenn, M"
09575157,"Oberscheinfeld, M"
09575161,"Scheinfeld, St"
09575163,Simmershofen
09575165,"Sugenheim, M"
09575166,Trautskirchen
09575167,"Uehlfeld, M"
09575168,"Uffenheim, St"
09575179,Weigenheim
09575181,Wilhelmsdorf
09576000,"Roth, (Landkreis)"
09576111,"Abenberg, St"
09576113,"Allersberg, M"
09576117,Büchenbach
09576121,Georgensgmünd
09576122,"Greding, St"
09576126,"Heideck, St"
09576127,"Hilpoltstein, St"
09576128,Kammerstein
09576132,"Schwanstetten, M"
09576137,Rednitzhembach
09576141,Röttenbach
09576142,Rohr
09576143,"Roth, St"
09576147,"Spalt, St"
09576148,"Thalmässing, M"
09576151,"Wendelstein, M"
09577000,"Weißenburg-Gunzenhausen, (Landkreis)"
09577111,"Absberg, M"
09577113,Alesheim
09577114,Muhr a.See
09577115,Bergen
09577120,Burgsalach
09577122,Dittenheim
09577125,"Ellingen, St"
09577127,Ettenstatt
09577133,"Gnotzheim, M"
09577136,"Gunzenhausen, St"
09577138,Haundorf
09577140,"Heidenheim, M"
09577141,Höttingen
09577148,Langenaltheim
09577149,"Markt Berolzheim, M"
09577150,Meinheim
09577151,"Nennslingen, M"
09577158,"Pappenheim, St"
09577159,Pfofeld
09577161,"Pleinfeld, M"
09577162,Polsingen
09577163,Raitenbuch
09577168,Solnhofen
09577172,Theilenhofen
09577173,"Treuchtlingen, St"
09577177,"Weißenburg i.Bay., GKSt"
09577179,Westheim
09661000,Aschaffenburg
09662000,Schweinfurt
09663000,Würzburg
09671000,"Aschaffenburg, (Landkreis)"
09671111,"Alzenau, St"
09671112,Bessenbach
09671113,Blankenbach
09671114,Karlstein a.Main
09671119,Geiselbach
09671120,Glattbach
09671121,"Goldbach, M"
09671122,"Großostheim, M"
09671124,Haibach
09671126,Heigenbrücken
09671127,Heimbuchenthal
09671128,Heinrichsthal
09671130,"Hösbach, M"
09671133,Johannesberg
09671134,Kahl a.Main
09671135,Kleinkahl
09671136,Kleinostheim
09671138,Krombach
09671139,Laufach
09671140,Mainaschaff
09671141,Mespelbrunn
09671143,"Mömbris, M"
09671148,Rothenbuch
09671150,Sailauf
09671152,"Schöllkrippen, M"
09671153,Sommerkahl
09671155,"Stockstadt a.Main, M"
09671156,Waldaschaff
09671157,Weibersbrunn
09671159,Westerngrund
09671160,Dammbach
09671162,Wiesen
09672000,"Bad Kissingen, (Landkreis)"
09672111,Aura a.d.Saale
09672112,"Bad Bocklet, M"
09672113,"Bad Brückenau, St"
09672114,"Bad Kissingen, GKSt"
09672117,"Burkardroth, M"
09672121,"Elfershausen, M"
09672122,"Euerdorf, M"
09672124,Fuchsstadt
09672126,"Geroda, M"
09672127,"Hammelburg, St"
09672131,"Maßbach, M"
09672134,Motten
09672135,"Münnerstadt, St"
09672136,Nüdlingen
09672138,Oberleichtersbach
09672139,"Oberthulba, M"
09672140,Oerlenbach
09672142,Ramsthal
09672143,Rannungen
09672145,Riedenberg
09672149,"Schondra, M"
09672155,"Sulzthal, M"
09672157,Thundorf i.UFr.
09672161,Wartmannsroth
09672163,"Wildflecken, M"
09672166,"Zeitlofs, M"
09673000,"Rhön-Grabfeld, (Landkreis)"
09673113,Aubstadt
09673114,"Bad Neustadt a.d.Saale, St"
09673116,Bastheim
09673117,"Bischofsheim i.d.Rhön, St"
09673123,"Fladungen, St"
09673126,Großbardorf
09673127,Großeibstadt
09673129,Hausen
09673130,Hendungen
09673131,Herbstadt
09673133,Heustreu
09673134,Höchheim
09673135,Hohenroth
09673136,Hollstadt
09673141,"Bad Königshofen i.Grabfeld, St"
09673142,"Mellrichstadt, St"
09673146,Niederlauer
09673147,Nordheim v.d.Rhön
09673149,"Oberelsbach, M"
09673151,Oberstreu
09673153,"Ostheim v.d.Rhön, St"
09673156,Rödelmaier
09673160,"Saal a.d.Saale, M"
09673161,Salz
09673162,Sandberg
09673163,Schönau a.d.Brend
09673167,Sondheim v.d.Rhön
09673170,Stockheim
09673171,Strahlungen
09673172,Sulzdorf a.d.Lederhecke
09673173,Sulzfeld
09673174,"Trappstadt, M"
09673175,Unsleben
09673182,Willmars
09673183,Wollbach
09673184,Wülfershausen a.d.Saale
09673186,Burglauer
09674000,"Haßberge, (Landkreis)"
09674111,Aidhausen
